Date,Entity,Site,Commodity,GHGEmissions_tCO2e,WaterUse_m3,Energy_kWh,TRIFR,LTIFR,Scenario
2025-06-01,Quebec,Mill B,Zinc,3123.1,14919.3,657923.5,4.5,0.57,Budget
2025-06-01,Quebec,Mill B,Nickel,3713.0,9150.0,679409.3,3.11,1.54,Budget
2025-06-01,Ontario,North Pit,Gold,2593.6,9490.0,495266.4,1.93,2.22,Actual
2025-06-01,Ontario,North Pit,Copper,3936.9,18648.6,937301.5,4.9,0.36,Budget
2025-06-01,Ontario,North Pit,Zinc,4968.1,12312.0,1003481.0,1.82,1.5,Actual
2025-06-01,Ontario,North Pit,Nickel,4618.2,16693.7,937219.0,3.16,0.95,Budget
2025-06-01,Ontario,South Pit,Gold,2464.7,15634.1,593368.1,4.15,1.61,Budget
2025-06-01,Ontario,South Pit,Copper,2732.4,21279.4,886520.3,3.84,3.13,Actual
2025-06-01,Ontario,South Pit,Zinc,4426.4,13422.7,659110.0,0.96,1.44,Budget
2025-06-01,Ontario,South Pit,Nickel,5402.7,14587.9,1006317.4,5.64,2.58,Actual
2025-06-01,Ontario,Mill A,Gold,5415.1,11124.8,850214.0,2.35,2.63,Actual
2025-06-01,Ontario,Mill A,Copper,4890.9,19406.3,1160673.7,0.82,1.46,Actual
2025-06-01,Ontario,Mill A,Zinc,2314.1,13560.6,690016.2,0.4,1.21,Actual
2025-06-01,Ontario,Mill A,Nickel,4403.4,23211.0,1173895.8,3.67,1.13,Actual
2025-06-01,Ontario,Mill B,Gold,4940.0,19494.6,584686.9,3.62,0.92,Budget
2025-06-01,Ontario,Mill B,Copper,4282.6,12581.1,1171050.7,5.33,0.6,Actual
2025-06-01,Ontario,Mill B,Zinc,3535.7,8480.9,599960.6,0.75,1.4,Budget
2025-06-01,Ontario,Mill B,Nickel,4194.2,19286.6,699760.6,3.15,0.6,Budget
2025-06-01,British Columbia,North Pit,Gold,2610.6,15075.7,670855.1,1.78,0.45,Budget
2025-06-01,British Columbia,North Pit,Copper,2584.9,12311.2,1092729.5,1.18,1.16,Budget
2025-06-01,British Columbia,North Pit,Zinc,2765.7,13210.5,1368106.9,2.67,2.32,Actual
2025-06-01,British Columbia,North Pit,Nickel,5823.1,15883.2,1393289.6,3.26,2.68,Actual
2025-06-01,British Columbia,South Pit,Gold,4156.1,16223.1,507916.3,1.6,1.69,Budget
2025-06-01,British Columbia,South Pit,Copper,3736.9,14701.5,506066.3,3.0,0.8,Actual
2025-06-01,British Columbia,South Pit,Zinc,2660.2,14055.1,793261.7,0.86,2.43,Budget
2025-06-01,British Columbia,South Pit,Nickel,4926.6,19226.2,927184.3,3.13,0.41,Budget
2025-06-01,British Columbia,Mill A,Gold,3211.5,17128.1,1067223.2,3.12,2.67,Budget
2025-06-01,British Columbia,Mill A,Copper,2425.2,16582.1,974399.0,2.48,0.34,Actual
2025-06-01,British Columbia,Mill A,Zinc,1846.9,9820.2,544240.3,3.48,0.49,Actual
2025-06-01,British Columbia,Mill A,Nickel,5527.0,13740.3,683852.1,3.34,0.89,Actual
2025-06-01,British Columbia,Mill B,Gold,6121.1,14096.3,1294839.8,5.88,0.61,Actual
2025-06-01,British Columbia,Mill B,Copper,2225.2,13202.7,1035596.1,3.28,2.28,Budget
2025-06-01,British Columbia,Mill B,Zinc,2201.3,12156.4,759172.4,2.76,0.72,Budget
2025-06-01,British Columbia,Mill B,Nickel,2579.0,19230.5,771142.2,1.68,1.28,Budget
2025-06-01,Nova Scotia,North Pit,Gold,2691.2,9778.3,872585.1,2.61,1.72,Actual
2025-06-01,Nova Scotia,North Pit,Copper,3771.4,17081.3,1122969.3,1.12,0.7,Budget
2025-06-01,Nova Scotia,North Pit,Zinc,3433.1,7505.0,621783.0,2.11,1.07,Actual
2025-06-01,Nova Scotia,North Pit,Nickel,3110.3,7613.0,362531.4,0.41,0.68,Actual
2025-06-01,Nova Scotia,South Pit,Gold,3258.3,11849.5,638953.3,3.75,2.24,Budget
2025-06-01,Nova Scotia,South Pit,Copper,3267.6,11378.7,693137.5,1.47,0.27,Actual
2025-06-01,Nova Scotia,South Pit,Zinc,1708.0,9228.1,735169.2,2.52,0.45,Actual
2025-06-01,Nova Scotia,South Pit,Nickel,2511.8,9679.4,554983.0,3.46,2.0,Budget
2025-06-01,Nova Scotia,Mill A,Gold,2587.2,13572.3,756565.6,0.99,0.82,Actual
2025-06-01,Nova Scotia,Mill A,Copper,3312.9,14708.4,891589.3,3.02,0.55,Budget
2025-06-01,Nova Scotia,Mill A,Zinc,3183.6,13297.6,630865.8,3.86,2.51,Budget
2025-06-01,Nova Scotia,Mill A,Nickel,3000.3,20312.2,667672.1,4.29,2.21,Actual
2025-06-01,Nova Scotia,Mill B,Gold,4071.5,14756.8,1160419.9,2.74,0.32,Actual
2025-06-01,Nova Scotia,Mill B,Copper,3198.8,10453.8,576373.4,2.4,0.97,Actual
2025-06-01,Nova Scotia,Mill B,Zinc,4393.2,11813.1,612811.0,4.75,2.03,Budget
2025-06-01,Nova Scotia,Mill B,Nickel,3213.5,8719.8,842878.5,0.91,0.19,Actual
2025-07-01,Canada,North Pit,Gold,4806.7,10720.6,1168786.0,3.64,2.19,Budget
2025-07-01,Canada,North Pit,Copper,5086.2,21334.8,1094264.8,6.36,1.12,Actual
2025-07-01,Canada,North Pit,Zinc,4794.9,15969.2,955927.3,0.79,1.61,Budget
2025-07-01,Canada,North Pit,Nickel,2680.1,16854.7,892419.7,2.88,1.24,Actual
2025-07-01,Canada,South Pit,Gold,3452.0,11110.2,704357.4,2.61,2.55,Budget
2025-07-01,Canada,South Pit,Copper,4464.7,8872.9,1105286.6,4.1,1.64,Budget
2025-07-01,Canada,South Pit,Zinc,3900.9,16144.1,753184.0,3.96,2.2,Budget
2025-07-01,Canada,South Pit,Nickel,3909.1,13540.1,956422.1,3.99,1.37,Budget
2025-07-01,Canada,Mill A,Gold,2184.8,8480.2,1001262.3,4.96,2.74,Budget
2025-07-01,Canada,Mill A,Copper,2661.4,11387.7,1313212.0,2.95,2.81,Actual
2025-07-01,Canada,Mill A,Zinc,3417.7,17090.9,1038891.5,2.16,0.76,Actual
2025-07-01,Canada,Mill A,Nickel,1854.3,11798.9,971924.5,4.25,1.54,Actual
2025-07-01,Canada,Mill B,Gold,2063.2,8294.3,773947.8,0.53,1.01,Actual
2025-07-01,Canada,Mill B,Copper,2827.6,15383.7,1172932.8,2.23,1.44,Budget
2025-07-01,Canada,Mill B,Zinc,4258.1,19959.9,852753.4,1.64,2.07,Budget
2025-07-01,Canada,Mill B,Nickel,3975.9,19560.1,570202.6,0.75,1.38,Budget
2025-07-01,Holding Company,North Pit,Gold,3130.4,16400.9,628294.1,3.97,1.9,Actual
2025-07-01,Holding Company,North Pit,Copper,5739.3,17278.0,1082616.8,3.02,1.92,Actual
2025-07-01,Holding Company,North Pit,Zinc,4526.1,17937.0,710825.9,3.49,2.89,Budget
2025-07-01,Holding Company,North Pit,Nickel,3366.1,10346.2,762202.4,2.8,1.17,Actual
2025-07-01,Holding Company,South Pit,Gold,3477.1,9141.0,697004.2,3.6,0.4,Actual
2025-07-01,Holding Company,South Pit,Copper,3957.8,10944.8,932020.9,4.84,0.47,Budget
2025-07-01,Holding Company,South Pit,Zinc,4922.6,19826.8,687188.5,0.65,2.86,Actual
2025-07-01,Holding Company,South Pit,Nickel,4785.7,22451.3,925612.1,4.17,1.45,Actual
2025-07-01,Holding Company,Mill A,Gold,2676.5,21818.7,1128136.0,3.53,3.35,Actual
2025-07-01,Holding Company,Mill A,Copper,3360.2,13227.8,1055410.2,2.39,0.37,Actual
2025-07-01,Holding Company,Mill A,Zinc,4642.9,12027.7,1123555.8,1.03,0.8,Budget
2025-07-01,Holding Company,Mill A,Nickel,3556.8,15661.0,742484.5,1.45,1.11,Budget
2025-07-01,Holding Company,Mill B,Gold,3695.3,18562.1,605270.9,4.83,2.46,Budget
2025-07-01,Holding Company,Mill B,Copper,3026.6,7973.4,601226.6,1.76,1.01,Actual
2025-07-01,Holding Company,Mill B,Zinc,3379.0,12604.9,413764.6,2.65,2.19,Actual
2025-07-01,Holding Company,Mill B,Nickel,4166.9,7862.5,947095.0,3.2,2.75,Actual
2025-07-01,Alberta,North Pit,Gold,3225.4,18455.3,934242.2,3.6,0.37,Actual
2025-07-01,Alberta,North Pit,Copper,3134.7,9925.3,894961.0,0.77,1.48,Budget
2025-07-01,Alberta,North Pit,Zinc,4548.4,9230.0,1019329.7,0.8,0.22,Budget
2025-07-01,Alberta,North Pit,Nickel,1958.5,10383.2,503037.5,2.59,1.16,Actual
2025-07-01,Alberta,South Pit,Gold,4669.4,15122.2,1195867.5,4.46,3.11,Actual
2025-07-01,Alberta,South Pit,Copper,3705.3,19494.2,500059.4,4.11,1.29,Actual
2025-07-01,Alberta,South Pit,Zinc,4771.4,11523.3,551692.4,0.96,2.39,Budget
2025-07-01,Alberta,South Pit,Nickel,4354.3,14305.1,1078851.1,4.67,2.4,Budget
2025-07-01,Alberta,Mill A,Gold,3802.2,19020.3,851678.9,4.1,3.21,Actual
2025-07-01,Alberta,Mill A,Copper,4285.3,13266.4,629209.0,4.29,1.83,Actual
2025-07-01,Alberta,Mill A,Zinc,2174.0,11494.5,728752.1,3.38,1.06,Actual
2025-07-01,Alberta,Mill A,Nickel,2595.1,13195.9,785652.9,2.78,2.69,Budget
2025-07-01,Alberta,Mill B,Gold,5036.8,25227.0,1025833.6,5.47,3.31,Actual
2025-07-01,Alberta,Mill B,Copper,1841.3,7500.5,605049.1,1.1,1.84,Actual
2025-07-01,Alberta,Mill B,Zinc,2291.8,9641.1,610753.4,2.95,2.74,Budget
2025-07-01,Alberta,Mill B,Nickel,2473.2,12300.4,714726.2,2.63,1.17,Budget
2025-07-01,Quebec,North Pit,Gold,4541.0,14999.8,536875.2,2.4,2.88,Budget
2025-07-01,Quebec,North Pit,Copper,2787.7,9575.6,932576.8,1.48,2.94,Budget
2025-07-01,Quebec,North Pit,Zinc,1570.0,11439.0,823889.4,2.62,0.19,Actual
2025-07-01,Quebec,North Pit,Nickel,3299.1,5744.0,738504.9,3.04,0.4,Actual
2025-07-01,Quebec,South Pit,Gold,2157.5,13445.4,834686.1,0.7,0.25,Actual
2025-07-01,Quebec,South Pit,Copper,3134.8,6327.4,847308.2,2.53,0.29,Actual
2025-07-01,Quebec,South Pit,Zinc,2954.6,18933.7,623955.8,0.52,0.49,Budget
2025-07-01,Quebec,South Pit,Nickel,4114.6,17621.9,1141132.1,4.48,0.93,Budget
2025-07-01,Quebec,Mill A,Gold,4030.1,12029.8,660115.3,4.03,2.55,Budget
2025-07-01,Quebec,Mill A,Copper,3214.4,11164.9,788096.4,3.43,0.69,Budget
2025-07-01,Quebec,Mill A,Zinc,2732.8,11366.3,526899.8,1.42,1.1,Budget
2025-07-01,Quebec,Mill A,Nickel,4301.3,17432.3,730596.6,0.8,1.18,Actual
2025-07-01,Quebec,Mill B,Gold,2305.3,11622.4,912108.4,2.85,0.26,Budget
2025-07-01,Quebec,Mill B,Copper,1791.1,9335.0,866695.6,2.47,1.46,Actual
2025-07-01,Quebec,Mill B,Zinc,6489.7,18756.1,1137350.9,3.31,3.11,Actual
2025-07-01,Quebec,Mill B,Nickel,4605.7,16825.2,633384.1,4.04,0.43,Budget
2025-07-01,Ontario,North Pit,Gold,3271.6,13666.8,711824.6,2.38,2.86,Budget
2025-07-01,Ontario,North Pit,Copper,3367.5,15293.4,772829.4,4.84,2.14,Actual
2025-07-01,Ontario,North Pit,Zinc,3817.5,15093.0,539150.6,4.49,2.09,Budget
2025-07-01,Ontario,North Pit,Nickel,4772.7,19330.0,599076.6,4.81,1.82,Budget
2025-07-01,Ontario,South Pit,Gold,4488.4,14440.2,655145.2,2.71,1.74,Budget
2025-07-01,Ontario,South Pit,Copper,5143.8,9883.8,580609.7,5.32,3.19,Actual
2025-07-01,Ontario,South Pit,Zinc,2977.0,24284.3,1238936.3,1.96,2.52,Actual
2025-07-01,Ontario,South Pit,Nickel,4498.7,16281.7,1262095.6,3.64,1.69,Actual
2025-07-01,Ontario,Mill A,Gold,4635.6,12050.9,1056343.4,3.81,1.28,Actual
2025-07-01,Ontario,Mill A,Copper,4690.9,15868.4,1142503.7,3.95,1.66,Budget
2025-07-01,Ontario,Mill A,Zinc,4240.8,10798.4,1051864.1,4.05,0.7,Budget
2025-07-01,Ontario,Mill A,Nickel,2701.2,15366.8,1043148.5,2.74,2.15,Budget
2025-07-01,Ontario,Mill B,Gold,2091.7,9315.0,1174140.7,1.07,2.55,Budget
2025-07-01,Ontario,Mill B,Copper,3509.1,17906.7,831753.9,2.5,0.21,Budget
2025-07-01,Ontario,Mill B,Zinc,3959.4,15813.1,873354.1,2.65,0.95,Budget
2025-07-01,Ontario,Mill B,Nickel,3298.3,8562.2,888924.6,4.46,2.38,Budget
2025-07-01,British Columbia,North Pit,Gold,3627.3,11876.4,868735.5,3.42,1.52,Budget
2025-07-01,British Columbia,North Pit,Copper,4244.5,14614.6,666328.6,0.76,1.36,Budget
2025-07-01,British Columbia,North Pit,Zinc,2008.7,18197.0,899582.6,2.06,0.91,Budget
2025-07-01,British Columbia,North Pit,Nickel,4738.9,18287.2,1062750.0,4.12,1.25,Budget
2025-07-01,British Columbia,South Pit,Gold,5489.4,19307.8,666259.7,2.93,1.58,Actual
2025-07-01,British Columbia,South Pit,Copper,2056.2,8762.1,714581.8,0.9,2.58,Budget
2025-07-01,British Columbia,South Pit,Zinc,5318.8,9503.4,694465.3,3.55,2.62,Actual
2025-07-01,British Columbia,South Pit,Nickel,3022.8,22730.2,1236076.9,3.55,1.14,Actual
2025-07-01,British Columbia,Mill A,Gold,3894.4,17875.9,665676.9,4.09,2.89,Budget
2025-07-01,British Columbia,Mill A,Copper,3157.4,13941.9,924242.7,1.14,1.8,Actual
2025-07-01,British Columbia,Mill A,Zinc,3324.7,16880.8,899010.7,5.32,2.3,Actual
2025-07-01,British Columbia,Mill A,Nickel,4682.5,13044.5,548031.0,1.42,2.01,Budget
2025-07-01,British Columbia,Mill B,Gold,5461.7,10403.4,767595.1,4.06,3.12,Actual
2025-07-01,British Columbia,Mill B,Copper,4401.4,17508.7,1147184.2,2.22,1.58,Actual
2025-07-01,British Columbia,Mill B,Zinc,3245.7,17173.3,1136750.8,1.88,2.52,Budget
2025-07-01,British Columbia,Mill B,Nickel,4085.1,18246.1,1065883.4,0.82,0.78,Actual
2025-07-01,Nova Scotia,North Pit,Gold,4528.8,13031.2,880537.9,3.79,1.84,Budget
2025-07-01,Nova Scotia,North Pit,Copper,4132.4,16142.9,858488.2,5.28,3.86,Actual
2025-07-01,Nova Scotia,North Pit,Zinc,3299.9,15691.9,1183106.7,2.99,0.22,Budget
2025-07-01,Nova Scotia,North Pit,Nickel,5840.2,12719.1,965010.1,5.92,2.67,Actual
2025-07-01,Nova Scotia,South Pit,Gold,4641.3,10255.6,961100.3,1.21,2.64,Budget
2025-07-01,Nova Scotia,South Pit,Copper,2857.3,16866.0,1021182.7,3.02,1.01,Actual
2025-07-01,Nova Scotia,South Pit,Zinc,4460.8,13645.2,1021789.7,4.07,1.01,Actual
2025-07-01,Nova Scotia,South Pit,Nickel,4170.1,19570.3,1069512.2,2.58,0.36,Budget
2025-07-01,Nova Scotia,Mill A,Gold,2148.6,10575.8,889306.7,0.52,1.81,Actual
2025-07-01,Nova Scotia,Mill A,Copper,2356.4,9942.2,905916.3,3.16,2.52,Actual
2025-07-01,Nova Scotia,Mill A,Zinc,3501.0,10857.2,751947.9,2.14,0.64,Actual
2025-07-01,Nova Scotia,Mill A,Nickel,4623.8,16969.9,1183028.9,3.82,1.07,Actual
2025-07-01,Nova Scotia,Mill B,Gold,4860.7,14263.3,1170856.4,1.58,1.78,Budget
2025-07-01,Nova Scotia,Mill B,Copper,4811.3,9786.9,702215.6,1.03,1.19,Budget
2025-07-01,Nova Scotia,Mill B,Zinc,3520.2,17214.8,1032423.1,2.27,1.54,Budget
2025-07-01,Nova Scotia,Mill B,Nickel,5410.8,12406.1,665360.5,4.82,0.3,Actual
2025-08-01,Canada,North Pit,Gold,3865.7,16772.6,926993.9,4.68,0.39,Actual
2025-08-01,Canada,North Pit,Copper,4528.9,23638.5,1133259.9,3.4,2.11,Actual
2025-08-01,Canada,North Pit,Zinc,3782.3,10493.6,652199.4,0.9,1.19,Actual
2025-08-01,Canada,North Pit,Nickel,4271.4,17238.4,543511.2,4.45,2.23,Actual
2025-08-01,Canada,South Pit,Gold,2197.1,12247.0,671393.4,1.49,0.77,Actual
2025-08-01,Canada,South Pit,Copper,3362.1,19401.8,988512.3,2.48,0.35,Budget
2025-08-01,Canada,South Pit,Zinc,4581.4,8662.2,1005796.8,4.84,0.93,Budget
2025-08-01,Canada,South Pit,Nickel,2466.0,8111.6,698020.3,3.16,0.84,Actual
2025-08-01,Canada,Mill A,Gold,4475.0,14774.6,894035.1,2.91,1.14,Budget
2025-08-01,Canada,Mill A,Copper,2651.3,9372.5,802994.0,4.65,1.96,Budget
2025-08-01,Canada,Mill A,Zinc,4259.9,19017.2,602914.8,4.47,2.22,Budget
2025-08-01,Canada,Mill A,Nickel,3897.2,15093.2,899687.2,1.5,0.79,Actual
2025-08-01,Canada,Mill B,Gold,3075.0,9444.0,681338.0,2.79,1.38,Budget
2025-08-01,Canada,Mill B,Copper,4356.1,18187.4,719984.4,1.09,1.2,Budget
2025-08-01,Canada,Mill B,Zinc,2181.6,9051.3,977863.9,3.17,2.79,Budget
2025-08-01,Canada,Mill B,Nickel,4005.6,8865.4,931973.3,2.58,1.11,Budget
2025-08-01,Holding Company,North Pit,Gold,3361.2,13588.6,533071.7,4.79,1.02,Actual
2025-08-01,Holding Company,North Pit,Copper,2648.5,10624.4,1105100.5,3.67,0.26,Budget
2025-08-01,Holding Company,North Pit,Zinc,5241.6,16071.0,1102548.6,4.89,2.55,Actual
2025-08-01,Holding Company,North Pit,Nickel,4240.6,10957.7,643587.5,0.72,1.1,Budget
2025-08-01,Holding Company,South Pit,Gold,4329.4,8668.7,1179679.7,1.7,2.49,Actual
2025-08-01,Holding Company,South Pit,Copper,3617.3,10031.1,1032837.0,3.81,0.48,Budget
2025-08-01,Holding Company,South Pit,Zinc,4138.7,8361.4,538956.3,0.73,0.84,Budget
2025-08-01,Holding Company,South Pit,Nickel,2780.2,14104.4,1547872.3,1.77,2.01,Actual
2025-08-01,Holding Company,Mill A,Gold,2475.4,17610.1,792318.3,2.15,0.92,Budget
2025-08-01,Holding Company,Mill A,Copper,4276.4,8819.5,924454.4,4.6,1.04,Budget
2025-08-01,Holding Company,Mill A,Zinc,1608.5,7313.2,437781.6,0.81,0.32,Actual
2025-08-01,Holding Company,Mill A,Nickel,3965.7,18075.3,543562.4,4.88,0.5,Budget
2025-08-01,Holding Company,Mill B,Gold,3931.3,15307.3,760002.9,3.32,3.39,Actual
2025-08-01,Holding Company,Mill B,Copper,4485.3,12282.4,616239.2,4.99,1.76,Budget
2025-08-01,Holding Company,Mill B,Zinc,4440.8,17695.8,893519.5,1.89,1.67,Actual
2025-08-01,Holding Company,Mill B,Nickel,2867.3,10920.4,779354.3,1.09,0.63,Actual
2025-08-01,Alberta,North Pit,Gold,4841.2,16418.3,1022205.3,4.94,0.8,Budget
2025-08-01,Alberta,North Pit,Copper,3408.1,7212.5,637674.4,2.42,1.58,Actual
2025-08-01,Alberta,North Pit,Zinc,2189.5,10747.8,571340.7,1.03,0.39,Actual
2025-08-01,Alberta,North Pit,Nickel,2407.6,18838.0,1070702.8,4.94,1.75,Actual
2025-08-01,Alberta,South Pit,Gold,5310.5,22974.4,1085679.4,2.57,1.23,Actual
2025-08-01,Alberta,South Pit,Copper,2745.4,24798.5,1039091.0,6.09,0.53,Actual
2025-08-01,Alberta,South Pit,Zinc,3458.1,8151.6,937400.4,2.3,2.75,Budget
2025-08-01,Alberta,South Pit,Nickel,2980.5,14819.6,702111.9,3.1,1.7,Budget
2025-08-01,Alberta,Mill A,Gold,5124.6,15170.8,920549.7,1.79,1.4,Actual
2025-08-01,Alberta,Mill A,Copper,2246.5,9328.6,1162812.6,4.49,2.78,Budget
2025-08-01,Alberta,Mill A,Zinc,3634.9,19647.4,1133873.5,1.04,2.48,Actual
2025-08-01,Alberta,Mill A,Nickel,2685.3,11901.7,752106.8,2.53,1.19,Actual
2025-08-01,Alberta,Mill B,Gold,4209.9,20793.4,1122700.1,2.0,0.42,Actual
2025-08-01,Alberta,Mill B,Copper,4290.9,19569.7,978444.5,2.78,0.56,Budget
2025-08-01,Alberta,Mill B,Zinc,2972.5,8757.0,447652.2,2.06,1.92,Actual
2025-08-01,Alberta,Mill B,Nickel,2295.9,13068.4,398474.2,1.46,0.71,Actual
2025-08-01,Quebec,North Pit,Gold,3775.6,14035.6,591559.4,4.46,0.49,Budget
2025-08-01,Quebec,North Pit,Copper,4292.6,14699.6,1134539.7,3.11,0.97,Budget
2025-08-01,Quebec,North Pit,Zinc,3879.7,9090.1,834434.0,4.01,0.68,Budget
2025-08-01,Quebec,North Pit,Nickel,6032.1,22153.4,1229661.5,5.31,3.9,Actual
2025-08-01,Quebec,South Pit,Gold,3443.8,22335.2,596492.8,1.56,1.32,Actual
2025-08-01,Quebec,South Pit,Copper,1802.6,13947.8,728247.1,1.33,1.79,Actual
2025-08-01,Quebec,South Pit,Zinc,2753.5,20087.9,1216532.6,2.03,0.3,Actual
2025-08-01,Quebec,South Pit,Nickel,3104.8,10367.0,765248.2,1.89,1.91,Actual
2025-08-01,Quebec,Mill A,Gold,4617.0,10753.0,961185.4,4.34,2.75,Budget
2025-08-01,Quebec,Mill A,Copper,2875.0,15436.4,931597.0,4.89,0.37,Budget
2025-08-01,Quebec,Mill A,Zinc,4162.8,15473.4,633320.6,1.45,2.12,Actual
2025-08-01,Quebec,Mill A,Nickel,3626.0,19792.4,658597.4,2.13,1.25,Budget
2025-08-01,Quebec,Mill B,Gold,2513.3,9344.0,931846.7,1.65,1.01,Budget
2025-08-01,Quebec,Mill B,Copper,2083.3,9814.5,950778.6,2.66,0.64,Budget
2025-08-01,Quebec,Mill B,Zinc,4899.6,12634.6,1167097.6,0.59,0.3,Budget
2025-08-01,Quebec,Mill B,Nickel,3260.7,15432.8,520042.7,2.07,0.65,Actual
2025-08-01,Ontario,North Pit,Gold,3247.2,10438.2,961671.1,4.71,1.05,Budget
2025-08-01,Ontario,North Pit,Copper,2873.6,12277.9,913554.4,0.7,1.71,Budget
2025-08-01,Ontario,North Pit,Zinc,2742.8,18162.0,783265.1,2.54,2.39,Actual
2025-08-01,Ontario,North Pit,Nickel,3480.8,19113.8,703749.6,4.42,0.86,Budget
2025-08-01,Ontario,South Pit,Gold,3968.8,20891.8,1496793.2,1.94,2.81,Actual
2025-08-01,Ontario,South Pit,Copper,3217.5,19607.0,987564.2,2.58,2.37,Budget
2025-08-01,Ontario,South Pit,Zinc,4899.1,18752.1,817460.5,2.37,0.32,Actual
2025-08-01,Ontario,South Pit,Nickel,3706.1,25564.0,1099441.0,2.83,2.05,Actual
2025-08-01,Ontario,Mill A,Gold,3940.9,12156.0,1204083.2,1.15,2.4,Actual
2025-08-01,Ontario,Mill A,Copper,4181.5,10976.7,520565.1,2.96,0.47,Budget
2025-08-01,Ontario,Mill A,Zinc,4159.9,9163.7,925988.2,4.37,1.83,Budget
2025-08-01,Ontario,Mill A,Nickel,3167.2,11639.5,897143.1,4.18,1.68,Actual
2025-08-01,Ontario,Mill B,Gold,5542.5,10485.3,1305366.4,5.2,3.25,Actual
2025-08-01,Ontario,Mill B,Copper,5909.9,11806.3,1106619.5,2.55,2.06,Actual
2025-08-01,Ontario,Mill B,Zinc,3320.6,10003.5,821015.1,3.36,2.24,Actual
2025-08-01,Ontario,Mill B,Nickel,2854.4,22840.7,1379566.2,2.48,0.58,Actual
2025-08-01,British Columbia,North Pit,Gold,2859.0,13442.2,423693.4,3.11,2.22,Actual
2025-08-01,British Columbia,North Pit,Copper,4695.4,21396.0,1126413.3,4.12,2.88,Actual
2025-08-01,British Columbia,North Pit,Zinc,4396.1,18880.0,555542.2,3.98,2.08,Budget
2025-08-01,British Columbia,North Pit,Nickel,2375.3,14475.2,870964.5,3.2,0.42,Actual
2025-08-01,British Columbia,South Pit,Gold,3790.9,18335.4,626244.3,1.99,1.95,Budget
2025-08-01,British Columbia,South Pit,Copper,2958.7,10368.5,753319.3,2.24,1.15,Actual
2025-08-01,British Columbia,South Pit,Zinc,2684.5,13282.0,476185.5,0.95,0.16,Actual
2025-08-01,British Columbia,South Pit,Nickel,5399.7,13047.1,1225462.4,2.28,2.01,Actual
2025-08-01,British Columbia,Mill A,Gold,2355.5,7220.0,574092.1,1.69,1.46,Actual
2025-08-01,British Columbia,Mill A,Copper,4985.6,9516.7,726393.6,0.9,1.24,Actual
2025-08-01,British Columbia,Mill A,Zinc,2853.7,18936.7,1092858.4,3.85,2.11,Budget
2025-08-01,British Columbia,Mill A,Nickel,3839.4,10744.6,507487.7,1.8,1.96,Budget
2025-08-01,British Columbia,Mill B,Gold,3978.5,10884.4,890842.4,3.36,1.52,Actual
2025-08-01,British Columbia,Mill B,Copper,4368.6,19216.7,723275.1,1.87,2.28,Actual
2025-08-01,British Columbia,Mill B,Zinc,2717.7,23192.8,1265421.8,4.45,2.28,Actual
2025-08-01,British Columbia,Mill B,Nickel,1514.8,13189.9,418800.6,2.01,1.6,Actual
2025-08-01,Nova Scotia,North Pit,Gold,2280.4,12238.6,1153760.9,4.37,0.95,Budget
2025-08-01,Nova Scotia,North Pit,Copper,2874.1,16376.3,1077602.1,3.16,3.26,Actual
2025-08-01,Nova Scotia,North Pit,Zinc,1731.6,10516.3,842363.4,1.52,1.95,Actual
2025-08-01,Nova Scotia,North Pit,Nickel,3537.2,11154.1,848490.9,1.25,0.94,Actual
2025-08-01,Nova Scotia,South Pit,Gold,3009.3,15963.4,514975.6,4.28,2.44,Budget
2025-08-01,Nova Scotia,South Pit,Copper,3959.9,10182.4,989297.1,2.01,1.22,Actual
2025-08-01,Nova Scotia,South Pit,Zinc,2064.9,19652.4,978635.4,1.09,2.96,Budget
2025-08-01,Nova Scotia,South Pit,Nickel,2468.6,10140.4,1055997.1,4.42,2.58,Budget
2025-08-01,Nova Scotia,Mill A,Gold,2320.1,8396.0,574196.9,0.57,1.42,Budget
2025-08-01,Nova Scotia,Mill A,Copper,4883.3,9906.0,667247.1,2.61,1.63,Budget
2025-08-01,Nova Scotia,Mill A,Zinc,2667.1,12582.9,492862.5,2.25,0.45,Actual
2025-08-01,Nova Scotia,Mill A,Nickel,4315.6,16232.3,1045035.5,1.05,0.39,Actual
2025-08-01,Nova Scotia,Mill B,Gold,3859.2,18437.8,783272.3,0.75,0.82,Budget
2025-08-01,Nova Scotia,Mill B,Copper,2646.9,20309.4,870486.8,0.7,2.89,Actual
2025-08-01,Nova Scotia,Mill B,Zinc,2048.6,10699.5,754755.0,0.61,1.03,Actual
2025-08-01,Nova Scotia,Mill B,Nickel,4471.5,8244.8,1123946.4,0.82,0.69,Budget
2025-09-01,Canada,North Pit,Gold,4425.1,16792.1,698998.3,2.34,2.63,Budget
2025-09-01,Canada,North Pit,Copper,1762.6,10170.6,741156.9,3.64,2.45,Actual
2025-09-01,Canada,North Pit,Zinc,4073.5,15796.7,721121.8,3.62,2.79,Budget
2025-09-01,Canada,North Pit,Nickel,3195.5,10559.0,397870.2,0.7,0.3,Actual
2025-09-01,Canada,South Pit,Gold,3330.2,6418.7,613747.2,3.18,1.75,Actual
2025-09-01,Canada,South Pit,Copper,5370.5,16646.7,875830.1,5.2,1.77,Actual
2025-09-01,Canada,South Pit,Zinc,1699.8,5671.5,814610.1,2.13,0.89,Actual
