Date,Entity,Site,Commodity,OreProcessed,Grade,RecoveryRate,MetalProduced,Scenario
2023-04-01,Alberta,North Pit,Gold,56862.1,0.02705,0.9042,164.2,Budget
2023-04-01,Alberta,North Pit,Copper,102281.0,0.01582,1.0,1010.9,Actual
2023-04-01,Alberta,North Pit,Zinc,76438.3,0.01157,0.6761,88.1,Actual
2023-04-01,Alberta,North Pit,Nickel,53137.1,0.01742,0.8362,1822.3,Actual
2023-04-01,Alberta,South Pit,Gold,83945.4,0.01356,0.7082,1123.9,Budget
2023-04-01,Alberta,South Pit,Copper,38782.5,0.01385,0.8729,1266.8,Budget
2023-04-01,Alberta,South Pit,Zinc,68978.1,0.0057,0.7009,1401.8,Budget
2023-04-01,Alberta,South Pit,Nickel,40635.9,0.02282,0.7232,1241.9,Budget
2023-04-01,Alberta,Mill A,Gold,77856.8,0.01269,0.838,875.3,Actual
2023-04-01,Alberta,Mill A,Copper,91275.0,0.00214,0.8959,685.2,Actual
2023-04-01,Alberta,Mill A,Zinc,73578.3,0.02766,0.8032,927.8,Budget
2023-04-01,Alberta,Mill A,Nickel,58936.9,0.0182,0.7156,872.8,Actual
2023-04-01,Alberta,Mill B,Gold,51293.8,0.01176,0.8106,1176.5,Actual
2023-04-01,Alberta,Mill B,Copper,59797.3,0.02138,0.7946,746.9,Budget
2023-04-01,Alberta,Mill B,Zinc,79300.7,0.00652,1.0,1214.2,Actual
2023-04-01,Alberta,Mill B,Nickel,82425.1,0.00642,0.7867,267.7,Actual
2023-04-01,Quebec,North Pit,Gold,72161.6,0.01941,0.8602,982.4,Budget
2023-04-01,Quebec,North Pit,Copper,41876.5,0.01327,0.5076,737.1,Actual
2023-04-01,Quebec,North Pit,Zinc,52752.8,0.00643,0.6239,935.4,Actual
2023-04-01,Quebec,North Pit,Nickel,82385.9,0.01608,0.8174,1918.5,Budget
2023-04-01,Quebec,South Pit,Gold,75552.6,0.02924,0.8898,1563.4,Budget
2023-04-01,Quebec,South Pit,Copper,39993.3,0.0177,0.7232,934.4,Budget
2023-04-01,Quebec,South Pit,Zinc,86548.7,0.00917,0.716,311.4,Budget
2023-04-01,Quebec,South Pit,Nickel,43910.2,0.00589,0.9155,590.2,Budget
2023-04-01,Quebec,Mill A,Gold,105161.9,0.02041,0.8517,1022.9,Actual
2023-04-01,Quebec,Mill A,Copper,64606.4,0.00166,1.0,1555.8,Actual
2023-04-01,Quebec,Mill A,Zinc,43079.2,0.01424,0.5911,1308.1,Actual
2023-04-01,Quebec,Mill A,Nickel,45150.4,0.01105,0.7269,369.1,Budget
2023-04-01,Quebec,Mill B,Gold,86664.1,0.02145,0.8109,1669.8,Actual
2023-04-01,Quebec,Mill B,Copper,81097.2,0.02806,0.9584,528.9,Actual
2023-04-01,Quebec,Mill B,Zinc,77867.8,0.01024,0.8783,1704.7,Actual
2023-04-01,Quebec,Mill B,Nickel,73604.8,0.01584,0.7141,1115.1,Budget
2023-04-01,Ontario,North Pit,Gold,43430.3,0.00582,0.9327,1230.8,Budget
2023-04-01,Ontario,North Pit,Copper,97777.8,0.00164,0.8388,809.3,Budget
2023-04-01,Ontario,North Pit,Zinc,37794.7,0.02609,0.9363,1826.2,Actual
2023-04-01,Ontario,North Pit,Nickel,41171.3,0.00247,0.5434,1411.7,Actual
2023-04-01,Ontario,South Pit,Gold,74717.9,0.0016,0.7397,959.5,Budget
2023-04-01,Ontario,South Pit,Copper,32382.1,0.01757,0.9446,1891.8,Budget
2023-04-01,Ontario,South Pit,Zinc,78414.2,0.01381,0.8432,1088.8,Actual
2023-04-01,Ontario,South Pit,Nickel,91601.9,0.01608,0.75,1255.7,Budget
2023-04-01,Ontario,Mill A,Gold,38465.4,0.02074,0.9399,89.0,Budget
2023-04-01,Ontario,Mill A,Copper,106580.4,0.00908,0.9834,1899.9,Actual
2023-04-01,Ontario,Mill A,Zinc,63235.2,0.00629,0.715,1887.8,Budget
2023-04-01,Ontario,Mill A,Nickel,94105.8,0.0081,0.7704,1728.8,Budget
2023-04-01,Ontario,Mill B,Gold,52607.4,0.00625,0.82,1233.0,Actual
2023-04-01,Ontario,Mill B,Copper,79572.8,0.00631,0.7416,1093.8,Actual
2023-04-01,Ontario,Mill B,Zinc,83233.4,0.02532,0.6835,1507.8,Actual
2023-04-01,Ontario,Mill B,Nickel,78537.8,0.02131,0.7172,116.1,Budget
2023-04-01,British Columbia,North Pit,Gold,62569.9,0.02472,0.8165,57.1,Budget
2023-04-01,British Columbia,North Pit,Copper,74320.3,0.01793,1.0,1375.2,Actual
2023-04-01,British Columbia,North Pit,Zinc,66252.5,0.00366,0.5116,843.9,Actual
2023-04-01,British Columbia,North Pit,Nickel,69315.5,0.00997,0.81,697.2,Actual
2023-04-01,British Columbia,South Pit,Gold,34671.9,0.02269,0.5562,451.6,Actual
2023-04-01,British Columbia,South Pit,Copper,61567.0,0.02009,0.7898,340.3,Actual
2023-04-01,British Columbia,South Pit,Zinc,33841.3,0.00552,0.9393,1581.2,Actual
2023-04-01,British Columbia,South Pit,Nickel,111000.4,0.02123,0.9771,1659.1,Actual
2023-04-01,British Columbia,Mill A,Gold,65158.9,0.03155,1.0,1497.5,Actual
2023-04-01,British Columbia,Mill A,Copper,56951.8,0.03401,0.9238,1722.0,Actual
2023-04-01,British Columbia,Mill A,Zinc,44891.6,0.00469,0.8216,917.3,Actual
2023-04-01,British Columbia,Mill A,Nickel,82285.6,0.00555,0.7725,1705.5,Budget
2023-04-01,British Columbia,Mill B,Gold,31252.4,0.01754,0.7409,248.4,Actual
2023-04-01,British Columbia,Mill B,Copper,59463.2,0.02528,0.7402,399.3,Budget
2023-04-01,British Columbia,Mill B,Zinc,96924.1,0.02013,0.7672,1503.4,Budget
2023-04-01,British Columbia,Mill B,Nickel,94805.2,0.01715,0.7068,1766.4,Actual
2023-04-01,Nova Scotia,North Pit,Gold,78431.0,0.01489,0.9187,1641.0,Actual
2023-04-01,Nova Scotia,North Pit,Copper,65101.1,0.02586,0.907,479.4,Actual
2023-04-01,Nova Scotia,North Pit,Zinc,45752.7,0.02968,0.7736,1634.3,Budget
2023-04-01,Nova Scotia,North Pit,Nickel,36892.3,0.01154,0.5675,31.8,Actual
2023-04-01,Nova Scotia,South Pit,Gold,63435.3,0.02159,0.7326,668.3,Actual
2023-04-01,Nova Scotia,South Pit,Copper,103347.5,0.01309,1.0,307.7,Actual
2023-04-01,Nova Scotia,South Pit,Zinc,77149.1,0.01524,0.8546,407.1,Budget
2023-04-01,Nova Scotia,South Pit,Nickel,41030.5,0.01414,0.7421,2042.5,Actual
2023-04-01,Nova Scotia,Mill A,Gold,72081.3,0.01078,0.6595,833.8,Actual
2023-04-01,Nova Scotia,Mill A,Copper,78955.7,0.01142,0.905,1339.8,Budget
2023-04-01,Nova Scotia,Mill A,Zinc,78533.9,0.00867,0.8174,286.6,Budget
2023-04-01,Nova Scotia,Mill A,Nickel,96905.1,0.0184,0.781,824.0,Budget
2023-04-01,Nova Scotia,Mill B,Gold,51489.4,0.01548,0.7525,1278.7,Actual
2023-04-01,Nova Scotia,Mill B,Copper,71265.9,0.00949,0.7303,631.1,Actual
2023-04-01,Nova Scotia,Mill B,Zinc,57509.7,0.00155,0.7009,1166.2,Actual
2023-04-01,Nova Scotia,Mill B,Nickel,61908.7,0.02258,0.777,1238.5,Budget
2023-05-01,Canada,North Pit,Gold,25654.5,0.01476,0.6529,407.1,Actual
2023-05-01,Canada,North Pit,Copper,78198.0,0.00194,0.9048,240.3,Budget
2023-05-01,Canada,North Pit,Zinc,107491.5,0.02594,1.0,1669.4,Actual
2023-05-01,Canada,North Pit,Nickel,57954.5,0.01752,1.0,1448.3,Actual
2023-05-01,Canada,South Pit,Gold,44486.9,0.00955,0.7306,1066.6,Actual
2023-05-01,Canada,South Pit,Copper,89534.6,0.00109,0.8887,526.0,Budget
2023-05-01,Canada,South Pit,Zinc,53776.7,0.02181,0.7676,1483.1,Budget
2023-05-01,Canada,South Pit,Nickel,110596.7,0.0036,0.8932,2136.7,Actual
2023-05-01,Canada,Mill A,Gold,49945.4,0.00968,0.9187,1513.7,Actual
2023-05-01,Canada,Mill A,Copper,83964.6,0.00183,0.8505,222.0,Budget
2023-05-01,Canada,Mill A,Zinc,73373.5,0.00739,0.7379,1035.6,Budget
2023-05-01,Canada,Mill A,Nickel,35228.4,0.00751,0.8026,1655.8,Budget
2023-05-01,Canada,Mill B,Gold,71956.1,0.00932,0.8197,1730.6,Actual
2023-05-01,Canada,Mill B,Copper,51487.1,0.00604,0.7742,381.6,Actual
2023-05-01,Canada,Mill B,Zinc,81618.6,0.00382,0.7137,424.2,Actual
2023-05-01,Canada,Mill B,Nickel,87732.2,0.01321,0.8287,750.6,Budget
2023-05-01,Holding Company,North Pit,Gold,70973.9,0.01702,1.0,2188.7,Actual
2023-05-01,Holding Company,North Pit,Copper,70675.9,0.02263,0.7284,692.6,Actual
2023-05-01,Holding Company,North Pit,Zinc,64518.5,0.0078,0.728,1870.3,Budget
2023-05-01,Holding Company,North Pit,Nickel,41443.6,0.00967,0.5744,468.1,Actual
2023-05-01,Holding Company,South Pit,Gold,54828.6,0.01159,0.7897,579.3,Actual
2023-05-01,Holding Company,South Pit,Copper,50216.5,0.02474,0.7024,1540.7,Actual
2023-05-01,Holding Company,South Pit,Zinc,44458.2,0.02244,0.7003,241.3,Actual
2023-05-01,Holding Company,South Pit,Nickel,63698.2,0.01769,0.72,171.6,Budget
2023-05-01,Holding Company,Mill A,Gold,37859.4,0.00391,1.0,1330.6,Actual
2023-05-01,Holding Company,Mill A,Copper,92354.0,0.02292,0.892,692.2,Budget
2023-05-01,Holding Company,Mill A,Zinc,62944.9,0.02932,0.8175,1578.1,Budget
2023-05-01,Holding Company,Mill A,Nickel,43129.1,0.01096,0.7951,1960.8,Budget
2023-05-01,Holding Company,Mill B,Gold,45062.6,0.02824,0.9391,629.2,Budget
2023-05-01,Holding Company,Mill B,Copper,52247.7,0.01433,1.0,1654.1,Actual
2023-05-01,Holding Company,Mill B,Zinc,98565.7,0.02134,0.7792,975.4,Budget
2023-05-01,Holding Company,Mill B,Nickel,77735.7,0.00294,1.0,1619.8,Actual
2023-05-01,Alberta,North Pit,Gold,78735.3,0.03105,0.8217,540.7,Actual
2023-05-01,Alberta,North Pit,Copper,38583.7,0.00691,0.936,262.0,Budget
2023-05-01,Alberta,North Pit,Zinc,25152.7,0.00829,0.6011,905.8,Actual
2023-05-01,Alberta,North Pit,Nickel,82171.3,0.01982,0.9119,1654.1,Budget
2023-05-01,Alberta,South Pit,Gold,57092.7,0.00424,0.7533,1408.7,Budget
2023-05-01,Alberta,South Pit,Copper,59335.3,0.02172,0.6712,901.2,Actual
2023-05-01,Alberta,South Pit,Zinc,40129.1,0.00344,0.638,1261.2,Actual
2023-05-01,Alberta,South Pit,Nickel,69851.9,0.01667,0.897,1378.2,Budget
2023-05-01,Alberta,Mill A,Gold,34201.1,0.01041,0.5254,709.5,Actual
2023-05-01,Alberta,Mill A,Copper,62727.3,0.02325,0.6362,1099.2,Actual
2023-05-01,Alberta,Mill A,Zinc,48069.7,0.02971,0.7924,1276.0,Budget
2023-05-01,Alberta,Mill A,Nickel,92205.6,0.01185,0.9167,1326.3,Budget
2023-05-01,Alberta,Mill B,Gold,54283.9,0.02673,0.7845,853.5,Actual
2023-05-01,Alberta,Mill B,Copper,79188.2,0.01616,0.8707,602.0,Budget
2023-05-01,Alberta,Mill B,Zinc,95958.7,0.02966,0.7658,1236.5,Budget
2023-05-01,Alberta,Mill B,Nickel,109820.1,0.02754,0.8817,991.8,Actual
2023-05-01,Quebec,North Pit,Gold,61846.9,0.01857,0.5342,99.4,Actual
2023-05-01,Quebec,North Pit,Copper,88232.5,0.02926,0.9569,2167.8,Actual
2023-05-01,Quebec,North Pit,Zinc,58424.5,0.02945,0.8659,1413.2,Actual
2023-05-01,Quebec,North Pit,Nickel,68661.8,0.00263,0.6086,1298.6,Actual
2023-05-01,Quebec,South Pit,Gold,62446.1,0.01179,0.7207,1668.6,Actual
2023-05-01,Quebec,South Pit,Copper,46247.6,0.01235,0.9469,981.9,Budget
2023-05-01,Quebec,South Pit,Zinc,44233.3,0.01604,0.7066,1800.7,Budget
2023-05-01,Quebec,South Pit,Nickel,40918.9,0.02344,0.9297,65.3,Actual
2023-05-01,Quebec,Mill A,Gold,35796.4,0.01926,0.6305,1396.2,Actual
2023-05-01,Quebec,Mill A,Copper,69875.1,0.00745,0.8401,1036.9,Budget
2023-05-01,Quebec,Mill A,Zinc,20799.5,0.01333,0.5714,441.2,Actual
2023-05-01,Quebec,Mill A,Nickel,70011.5,0.00575,0.926,125.3,Budget
2023-05-01,Quebec,Mill B,Gold,43570.4,0.01974,0.8951,490.2,Actual
2023-05-01,Quebec,Mill B,Copper,98193.7,0.02367,0.9397,687.3,Budget
2023-05-01,Quebec,Mill B,Zinc,56250.7,0.02561,0.7192,249.4,Budget
2023-05-01,Quebec,Mill B,Nickel,69896.6,0.01269,0.6535,894.3,Actual
2023-05-01,Ontario,North Pit,Gold,44449.8,0.02625,1.0,204.8,Actual
2023-05-01,Ontario,North Pit,Copper,45990.3,0.01483,0.8954,1585.3,Budget
2023-05-01,Ontario,North Pit,Zinc,126972.5,0.0305,1.0,1466.6,Actual
2023-05-01,Ontario,North Pit,Nickel,45560.7,0.01946,0.8707,1286.6,Budget
2023-05-01,Ontario,South Pit,Gold,68356.0,0.01943,1.0,2090.0,Actual
2023-05-01,Ontario,South Pit,Copper,45453.4,0.02163,0.8379,1622.5,Actual
2023-05-01,Ontario,South Pit,Zinc,39454.1,0.01748,0.8869,1427.1,Budget
2023-05-01,Ontario,South Pit,Nickel,45339.9,0.00924,0.7747,1006.0,Actual
2023-05-01,Ontario,Mill A,Gold,83605.0,0.00707,0.9442,1770.5,Budget
2023-05-01,Ontario,Mill A,Copper,30557.4,0.00488,0.5663,1368.1,Actual
2023-05-01,Ontario,Mill A,Zinc,87910.3,0.01559,0.9343,1358.3,Budget
2023-05-01,Ontario,Mill A,Nickel,68147.7,0.00301,0.8466,1626.2,Actual
2023-05-01,Ontario,Mill B,Gold,103349.0,0.01752,1.0,2329.6,Actual
2023-05-01,Ontario,Mill B,Copper,48985.8,0.02964,0.718,957.6,Budget
2023-05-01,Ontario,Mill B,Zinc,63656.2,0.01508,0.7963,1525.6,Budget
2023-05-01,Ontario,Mill B,Nickel,88443.1,0.02027,0.8585,80.0,Budget
2023-05-01,British Columbia,North Pit,Gold,59327.3,0.02743,1.0,556.0,Actual
2023-05-01,British Columbia,North Pit,Copper,85243.4,0.01494,0.7727,646.0,Actual
2023-05-01,British Columbia,North Pit,Zinc,121640.2,0.00955,0.9703,1332.4,Actual
2023-05-01,British Columbia,North Pit,Nickel,48595.9,0.0108,1.0,708.4,Actual
2023-05-01,British Columbia,South Pit,Gold,36257.1,0.01078,0.8805,1274.4,Actual
2023-05-01,British Columbia,South Pit,Copper,97858.7,0.00427,1.0,1241.0,Actual
2023-05-01,British Columbia,South Pit,Zinc,48138.8,0.02177,1.0,2412.7,Actual
2023-05-01,British Columbia,South Pit,Nickel,102336.6,0.01171,0.922,1309.5,Actual
2023-05-01,British Columbia,Mill A,Gold,91147.4,0.02022,0.7391,249.6,Actual
2023-05-01,British Columbia,Mill A,Copper,58660.9,0.01034,0.944,2089.5,Actual
2023-05-01,British Columbia,Mill A,Zinc,39822.4,0.00861,0.7249,642.9,Budget
2023-05-01,British Columbia,Mill A,Nickel,48902.3,0.00989,0.7177,190.6,Budget
2023-05-01,British Columbia,Mill B,Gold,73561.2,0.02882,0.7231,1872.9,Actual
2023-05-01,British Columbia,Mill B,Copper,34520.0,0.01166,0.7013,226.6,Budget
2023-05-01,British Columbia,Mill B,Zinc,89788.1,0.02891,0.7659,1225.4,Budget
2023-05-01,British Columbia,Mill B,Nickel,81346.9,0.01125,0.9427,1482.4,Budget
2023-05-01,Nova Scotia,North Pit,Gold,79935.1,0.02736,0.9888,736.2,Actual
2023-05-01,Nova Scotia,North Pit,Copper,54059.9,0.02503,1.0,2238.5,Actual
2023-05-01,Nova Scotia,North Pit,Zinc,32332.4,0.01556,0.5827,1257.0,Actual
2023-05-01,Nova Scotia,North Pit,Nickel,40471.3,0.0181,0.607,208.3,Actual
2023-05-01,Nova Scotia,South Pit,Gold,51395.2,0.02391,0.8585,527.9,Budget
2023-05-01,Nova Scotia,South Pit,Copper,63291.7,0.02373,0.7935,1784.6,Budget
2023-05-01,Nova Scotia,South Pit,Zinc,49109.3,0.01447,0.6276,772.8,Actual
2023-05-01,Nova Scotia,South Pit,Nickel,32961.3,0.01412,0.7807,127.8,Budget
2023-05-01,Nova Scotia,Mill A,Gold,80246.1,0.01407,1.0,1420.3,Actual
2023-05-01,Nova Scotia,Mill A,Copper,78754.0,0.02626,0.8713,756.6,Budget
2023-05-01,Nova Scotia,Mill A,Zinc,49903.2,0.02136,0.9477,323.7,Actual
2023-05-01,Nova Scotia,Mill A,Nickel,105793.4,0.02924,0.9977,1096.7,Actual
2023-05-01,Nova Scotia,Mill B,Gold,62747.8,0.01178,0.8083,1330.3,Actual
2023-05-01,Nova Scotia,Mill B,Copper,50958.8,0.0139,0.5421,346.0,Actual
2023-05-01,Nova Scotia,Mill B,Zinc,29001.3,0.01009,0.6047,202.0,Actual
2023-05-01,Nova Scotia,Mill B,Nickel,56824.2,0.02269,0.8038,1121.1,Actual
2023-06-01,Canada,North Pit,Gold,48690.8,0.01443,0.881,1376.3,Budget
2023-06-01,Canada,North Pit,Copper,48905.7,0.01286,0.8491,1353.2,Budget
2023-06-01,Canada,North Pit,Zinc,70221.3,0.02654,1.0,1663.2,Actual
2023-06-01,Canada,North Pit,Nickel,98292.3,0.0274,0.9134,282.9,Budget
2023-06-01,Canada,South Pit,Gold,83322.4,0.02566,0.7291,1344.9,Budget
2023-06-01,Canada,South Pit,Copper,63761.7,0.00627,0.9218,835.4,Budget
2023-06-01,Canada,South Pit,Zinc,78879.2,0.00729,0.8757,694.8,Budget
2023-06-01,Canada,South Pit,Nickel,50056.9,0.01937,0.4956,851.3,Actual
2023-06-01,Canada,Mill A,Gold,90470.1,0.02129,0.9278,1531.4,Budget
2023-06-01,Canada,Mill A,Copper,84873.2,0.00893,0.7928,1650.8,Actual
2023-06-01,Canada,Mill A,Zinc,56193.0,0.00119,0.877,1864.7,Budget
2023-06-01,Canada,Mill A,Nickel,104961.5,0.01071,0.8462,1483.1,Actual
2023-06-01,Canada,Mill B,Gold,31605.0,0.02598,0.9226,430.2,Budget
2023-06-01,Canada,Mill B,Copper,74318.7,0.00258,0.6299,538.5,Actual
2023-06-01,Canada,Mill B,Zinc,56859.5,0.03162,1.0,1461.1,Actual
2023-06-01,Canada,Mill B,Nickel,70227.0,0.00757,1.0,2423.1,Actual
2023-06-01,Holding Company,North Pit,Gold,77716.7,0.00444,0.8463,908.2,Actual
2023-06-01,Holding Company,North Pit,Copper,73235.5,0.0201,0.9338,1200.4,Budget
2023-06-01,Holding Company,North Pit,Zinc,67847.7,0.0242,0.808,690.4,Budget
2023-06-01,Holding Company,North Pit,Nickel,75004.7,0.00606,0.8246,316.6,Actual
2023-06-01,Holding Company,South Pit,Gold,57504.3,0.02416,0.6455,485.7,Actual
2023-06-01,Holding Company,South Pit,Copper,71259.2,0.01323,0.7823,866.2,Budget
2023-06-01,Holding Company,South Pit,Zinc,88259.1,0.01305,0.7621,1137.3,Budget
2023-06-01,Holding Company,South Pit,Nickel,40821.2,0.02935,0.8212,1700.3,Budget
2023-06-01,Holding Company,Mill A,Gold,32165.8,0.02803,0.787,1695.0,Budget
2023-06-01,Holding Company,Mill A,Copper,85119.7,0.01149,0.7982,1035.6,Budget
2023-06-01,Holding Company,Mill A,Zinc,68336.3,0.02059,0.705,1648.6,Budget
2023-06-01,Holding Company,Mill A,Nickel,43759.9,0.00454,0.9316,297.4,Budget
2023-06-01,Holding Company,Mill B,Gold,75334.0,0.01636,1.0,1866.3,Actual
2023-06-01,Holding Company,Mill B,Copper,59221.3,0.01116,0.6192,178.9,Actual
2023-06-01,Holding Company,Mill B,Zinc,88955.2,0.02751,0.7001,422.9,Budget
2023-06-01,Holding Company,Mill B,Nickel,96722.6,0.00767,1.0,222.7,Actual
2023-06-01,Alberta,North Pit,Gold,105050.1,0.01634,1.0,906.2,Actual
2023-06-01,Alberta,North Pit,Copper,54448.7,0.00723,0.819,1293.0,Budget
2023-06-01,Alberta,North Pit,Zinc,80849.8,0.0252,0.881,1246.0,Budget
2023-06-01,Alberta,North Pit,Nickel,67122.9,0.02344,0.837,1612.7,Budget
2023-06-01,Alberta,South Pit,Gold,67055.1,0.01439,1.0,670.6,Actual
2023-06-01,Alberta,South Pit,Copper,92062.9,0.01505,0.8646,32.4,Budget
2023-06-01,Alberta,South Pit,Zinc,72430.8,0.02838,1.0,1787.8,Actual
2023-06-01,Alberta,South Pit,Nickel,89852.0,0.02586,0.8186,391.6,Budget
2023-06-01,Alberta,Mill A,Gold,125462.0,0.01682,0.9593,2483.9,Actual
2023-06-01,Alberta,Mill A,Copper,83758.2,0.02973,0.9267,696.8,Budget
2023-06-01,Alberta,Mill A,Zinc,95427.4,0.00795,0.7861,377.7,Budget
2023-06-01,Alberta,Mill A,Nickel,58218.8,0.01341,0.9304,444.5,Budget
2023-06-01,Alberta,Mill B,Gold,36641.2,0.00183,0.5921,1267.1,Actual
2023-06-01,Alberta,Mill B,Copper,49085.1,0.00373,0.7007,293.5,Budget
2023-06-01,Alberta,Mill B,Zinc,38788.9,0.0217,0.9107,564.1,Budget
2023-06-01,Alberta,Mill B,Nickel,105559.6,0.00359,1.0,1195.5,Actual
2023-06-01,Quebec,North Pit,Gold,45921.0,0.02027,0.6299,566.0,Actual
2023-06-01,Quebec,North Pit,Copper,82760.2,0.02225,1.0,501.8,Actual
2023-06-01,Quebec,North Pit,Zinc,52360.3,0.0176,0.8404,941.3,Actual
2023-06-01,Quebec,North Pit,Nickel,37614.1,0.01709,0.8454,603.5,Budget
2023-06-01,Quebec,South Pit,Gold,52724.8,0.02041,0.6723,1586.0,Actual
2023-06-01,Quebec,South Pit,Copper,95432.7,0.02362,1.0,1378.4,Actual
2023-06-01,Quebec,South Pit,Zinc,81292.2,0.0145,0.8671,1422.8,Budget
2023-06-01,Quebec,South Pit,Nickel,44534.0,0.00489,0.834,504.8,Budget
2023-06-01,Quebec,Mill A,Gold,24359.9,0.01574,0.5114,1107.1,Actual
2023-06-01,Quebec,Mill A,Copper,76030.6,0.0228,0.6262,376.2,Actual
2023-06-01,Quebec,Mill A,Zinc,28696.1,0.01106,0.5329,904.1,Actual
2023-06-01,Quebec,Mill A,Nickel,49609.1,0.01507,0.536,504.9,Actual
2023-06-01,Quebec,Mill B,Gold,67350.7,0.00737,0.7147,39.3,Budget
2023-06-01,Quebec,Mill B,Copper,86930.6,0.00584,1.0,1000.4,Actual
2023-06-01,Quebec,Mill B,Zinc,44423.6,0.00606,0.8931,1013.9,Actual
2023-06-01,Quebec,Mill B,Nickel,99123.5,0.02489,0.8367,886.7,Budget
2023-06-01,Ontario,North Pit,Gold,87986.2,0.00656,0.8353,1498.4,Budget
2023-06-01,Ontario,North Pit,Copper,60798.4,0.01451,0.8801,1349.9,Actual
2023-06-01,Ontario,North Pit,Zinc,87001.7,0.01279,0.9305,1214.3,Budget
2023-06-01,Ontario,North Pit,Nickel,44047.9,0.01936,0.7644,1226.1,Budget
2023-06-01,Ontario,South Pit,Gold,66027.2,0.01978,0.8853,520.8,Budget
2023-06-01,Ontario,South Pit,Copper,76988.9,0.02083,1.0,1948.9,Actual
2023-06-01,Ontario,South Pit,Zinc,96263.7,0.01493,0.8461,643.2,Actual
2023-06-01,Ontario,South Pit,Nickel,120285.3,0.01661,1.0,615.0,Actual
2023-06-01,Ontario,Mill A,Gold,80516.4,0.02965,0.7333,1598.2,Budget
2023-06-01,Ontario,Mill A,Copper,35329.6,0.0134,0.7429,38.4,Actual
2023-06-01,Ontario,Mill A,Zinc,30302.1,0.01893,0.9389,1241.9,Budget
2023-06-01,Ontario,Mill A,Nickel,50243.8,0.0149,0.7961,320.2,Budget
2023-06-01,Ontario,Mill B,Gold,54735.1,0.01024,0.8259,1113.7,Budget
2023-06-01,Ontario,Mill B,Copper,71802.6,0.01053,0.7192,1068.1,Actual
2023-06-01,Ontario,Mill B,Zinc,123791.2,0.02118,0.996,255.4,Actual
2023-06-01,Ontario,Mill B,Nickel,117702.4,0.03208,0.9546,1864.8,Actual
2023-06-01,British Columbia,North Pit,Gold,69926.4,0.02848,0.9214,1365.8,Budget
2023-06-01,British Columbia,North Pit,Copper,99901.1,0.0026,0.9497,56.1,Budget
2023-06-01,British Columbia,North Pit,Zinc,86363.7,0.02596,0.803,545.0,Actual
2023-06-01,British Columbia,North Pit,Nickel,36975.3,0.00838,0.7383,1410.6,Budget
2023-06-01,British Columbia,South Pit,Gold,83661.7,0.02426,0.7054,1451.3,Budget
2023-06-01,British Columbia,South Pit,Copper,96037.6,0.00103,0.8881,322.3,Actual
2023-06-01,British Columbia,South Pit,Zinc,51825.4,0.01373,0.6424,646.6,Actual
2023-06-01,British Columbia,South Pit,Nickel,54832.4,0.01094,0.7119,1193.6,Budget
2023-06-01,British Columbia,Mill A,Gold,67059.3,0.02239,0.8381,2135.9,Actual
2023-06-01,British Columbia,Mill A,Copper,64621.7,0.01665,0.578,1514.3,Actual
2023-06-01,British Columbia,Mill A,Zinc,88404.5,0.02949,0.8487,1706.4,Budget
2023-06-01,British Columbia,Mill A,Nickel,80202.4,0.01016,0.9039,677.1,Actual
2023-06-01,British Columbia,Mill B,Gold,54897.3,0.01501,0.8935,1319.3,Actual
2023-06-01,British Columbia,Mill B,Copper,45589.9,0.01492,0.773,1125.9,Budget
2023-06-01,British Columbia,Mill B,Zinc,70724.8,0.02518,0.9014,598.5,Budget
2023-06-01,British Columbia,Mill B,Nickel,64354.4,0.02625,1.0,47.2,Actual
2023-06-01,Nova Scotia,North Pit,Gold,81926.4,0.01498,0.9359,1608.7,Actual
2023-06-01,Nova Scotia,North Pit,Copper,64491.6,0.00214,0.9722,1410.6,Actual
2023-06-01,Nova Scotia,North Pit,Zinc,48719.3,0.02416,0.8275,540.7,Budget
2023-06-01,Nova Scotia,North Pit,Nickel,65501.5,0.01795,0.5659,436.1,Actual
2023-06-01,Nova Scotia,South Pit,Gold,34992.0,0.02188,0.7432,433.6,Budget
2023-06-01,Nova Scotia,South Pit,Copper,21815.3,0.01738,0.5699,1257.5,Actual
2023-06-01,Nova Scotia,South Pit,Zinc,37426.8,0.00911,0.7244,355.1,Budget
2023-06-01,Nova Scotia,South Pit,Nickel,60737.8,0.0055,0.8223,248.7,Budget
2023-06-01,Nova Scotia,Mill A,Gold,40032.1,0.01211,0.8641,74.9,Budget
2023-06-01,Nova Scotia,Mill A,Copper,60667.4,0.01215,0.8923,1525.4,Actual
2023-06-01,Nova Scotia,Mill A,Zinc,80306.7,0.03348,1.0,2349.7,Actual
2023-06-01,Nova Scotia,Mill A,Nickel,48897.1,0.00254,0.8832,292.2,Budget
2023-06-01,Nova Scotia,Mill B,Gold,73795.8,0.00562,0.9172,542.2,Budget
2023-06-01,Nova Scotia,Mill B,Copper,82490.0,0.0047,0.9398,256.7,Budget
2023-06-01,Nova Scotia,Mill B,Zinc,88459.6,0.02189,0.7355,1118.6,Budget
2023-06-01,Nova Scotia,Mill B,Nickel,72276.7,0.00553,0.943,612.2,Budget
2023-07-01,Canada,North Pit,Gold,44272.8,0.01962,0.718,1198.0,Actual
2023-07-01,Canada,North Pit,Copper,52558.1,0.00289,0.879,426.6,Budget
2023-07-01,Canada,North Pit,Zinc,47578.8,0.02658,0.7356,184.1,Budget
