Date,Entity,Site,Commodity,Headcount,TrainingHours,ContractorRatio,Scenario
2025-06-01,British Columbia,Mill A,Gold,123.2,1.7,0.22,Actual
2025-06-01,British Columbia,Mill A,Copper,229.3,12.3,0.42,Actual
2025-06-01,British Columbia,Mill A,Zinc,171.2,7.2,0.25,Actual
2025-06-01,British Columbia,Mill A,Nickel,93.2,4.1,0.32,Actual
2025-06-01,British Columbia,Mill B,Gold,113.7,4.3,0.22,Actual
2025-06-01,British Columbia,Mill B,Copper,137.1,8.1,0.5,Budget
2025-06-01,British Columbia,Mill B,Zinc,117.7,5.2,0.29,Actual
2025-06-01,British Columbia,Mill B,Nickel,176.2,9.8,0.34,Actual
2025-06-01,Nova Scotia,North Pit,Gold,176.7,5.0,0.29,Budget
2025-06-01,Nova Scotia,North Pit,Copper,169.6,3.5,0.2,Budget
2025-06-01,Nova Scotia,North Pit,Zinc,128.1,4.7,0.4,Budget
2025-06-01,Nova Scotia,North Pit,Nickel,141.3,3.0,0.5,Actual
2025-06-01,Nova Scotia,South Pit,Gold,150.8,3.2,0.2,Actual
2025-06-01,Nova Scotia,South Pit,Copper,136.3,3.5,0.4,Budget
2025-06-01,Nova Scotia,South Pit,Zinc,203.0,10.4,0.48,Actual
2025-06-01,Nova Scotia,South Pit,Nickel,96.4,2.9,0.36,Actual
2025-06-01,Nova Scotia,Mill A,Gold,163.4,3.5,0.34,Actual
2025-06-01,Nova Scotia,Mill A,Copper,157.4,2.4,0.32,Actual
2025-06-01,Nova Scotia,Mill A,Zinc,163.6,3.2,0.3,Budget
2025-06-01,Nova Scotia,Mill A,Nickel,203.1,2.6,0.53,Actual
2025-06-01,Nova Scotia,Mill B,Gold,89.1,5.6,0.32,Actual
2025-06-01,Nova Scotia,Mill B,Copper,191.2,5.4,0.32,Actual
2025-06-01,Nova Scotia,Mill B,Zinc,107.6,5.5,0.13,Actual
2025-06-01,Nova Scotia,Mill B,Nickel,117.1,8.2,0.27,Actual
2025-07-01,Canada,North Pit,Gold,172.5,9.9,0.14,Budget
2025-07-01,Canada,North Pit,Copper,158.5,5.0,0.25,Budget
2025-07-01,Canada,North Pit,Zinc,124.8,4.7,0.17,Budget
2025-07-01,Canada,North Pit,Nickel,117.7,4.5,0.28,Actual
2025-07-01,Canada,South Pit,Gold,170.1,9.2,0.26,Budget
2025-07-01,Canada,South Pit,Copper,177.2,7.1,0.19,Budget
2025-07-01,Canada,South Pit,Zinc,125.0,6.2,0.15,Actual
2025-07-01,Canada,South Pit,Nickel,163.5,10.4,0.34,Actual
2025-07-01,Canada,Mill A,Gold,137.5,4.3,0.46,Actual
2025-07-01,Canada,Mill A,Copper,180.1,10.4,0.24,Actual
2025-07-01,Canada,Mill A,Zinc,175.7,4.1,0.11,Budget
2025-07-01,Canada,Mill A,Nickel,92.1,6.5,0.08,Actual
2025-07-01,Canada,Mill B,Gold,168.8,4.7,0.32,Budget
2025-07-01,Canada,Mill B,Copper,145.6,2.2,0.18,Budget
2025-07-01,Canada,Mill B,Zinc,110.8,7.4,0.35,Actual
2025-07-01,Canada,Mill B,Nickel,158.2,3.8,0.46,Actual
2025-07-01,Holding Company,North Pit,Gold,141.6,4.6,0.24,Actual
2025-07-01,Holding Company,North Pit,Copper,151.5,4.5,0.22,Budget
2025-07-01,Holding Company,North Pit,Zinc,122.3,5.9,0.39,Budget
2025-07-01,Holding Company,North Pit,Nickel,129.2,2.7,0.1,Budget
2025-07-01,Holding Company,South Pit,Gold,180.2,11.4,0.35,Actual
2025-07-01,Holding Company,South Pit,Copper,120.5,1.9,0.32,Actual
2025-07-01,Holding Company,South Pit,Zinc,140.8,6.6,0.31,Actual
2025-07-01,Holding Company,South Pit,Nickel,150.5,4.4,0.35,Budget
2025-07-01,Holding Company,Mill A,Gold,212.2,5.9,0.59,Actual
2025-07-01,Holding Company,Mill A,Copper,125.0,6.1,0.23,Actual
2025-07-01,Holding Company,Mill A,Zinc,142.8,6.0,0.17,Actual
2025-07-01,Holding Company,Mill A,Nickel,136.4,2.6,0.36,Budget
2025-07-01,Holding Company,Mill B,Gold,213.6,11.1,0.16,Actual
2025-07-01,Holding Company,Mill B,Copper,171.9,8.8,0.56,Actual
2025-07-01,Holding Company,Mill B,Zinc,168.9,3.2,0.29,Budget
2025-07-01,Holding Company,Mill B,Nickel,128.6,7.6,0.48,Budget
2025-07-01,Alberta,North Pit,Gold,81.2,3.1,0.2,Actual
2025-07-01,Alberta,North Pit,Copper,166.4,5.6,0.4,Budget
2025-07-01,Alberta,North Pit,Zinc,106.9,2.6,0.07,Actual
2025-07-01,Alberta,North Pit,Nickel,155.2,8.5,0.45,Actual
2025-07-01,Alberta,South Pit,Gold,122.8,8.6,0.25,Budget
2025-07-01,Alberta,South Pit,Copper,147.9,5.9,0.1,Budget
2025-07-01,Alberta,South Pit,Zinc,126.9,8.5,0.18,Budget
2025-07-01,Alberta,South Pit,Nickel,211.7,11.0,0.23,Actual
2025-07-01,Alberta,Mill A,Gold,173.0,4.9,0.29,Budget
2025-07-01,Alberta,Mill A,Copper,159.7,2.3,0.11,Actual
2025-07-01,Alberta,Mill A,Zinc,140.9,2.5,0.23,Budget
2025-07-01,Alberta,Mill A,Nickel,143.5,8.8,0.38,Budget
2025-07-01,Alberta,Mill B,Gold,133.1,1.6,0.18,Actual
2025-07-01,Alberta,Mill B,Copper,170.6,2.9,0.56,Actual
2025-07-01,Alberta,Mill B,Zinc,138.1,3.3,0.12,Budget
2025-07-01,Alberta,Mill B,Nickel,152.8,8.5,0.25,Budget
2025-07-01,Quebec,North Pit,Gold,132.3,7.8,0.16,Actual
2025-07-01,Quebec,North Pit,Copper,130.6,5.2,0.4,Budget
2025-07-01,Quebec,North Pit,Zinc,175.3,7.8,0.34,Budget
2025-07-01,Quebec,North Pit,Nickel,112.9,5.9,0.39,Actual
2025-07-01,Quebec,South Pit,Gold,190.4,10.0,0.37,Actual
2025-07-01,Quebec,South Pit,Copper,207.6,3.7,0.2,Actual
2025-07-01,Quebec,South Pit,Zinc,152.4,8.5,0.14,Actual
2025-07-01,Quebec,South Pit,Nickel,110.5,5.7,0.24,Actual
2025-07-01,Quebec,Mill A,Gold,179.6,9.2,0.31,Budget
2025-07-01,Quebec,Mill A,Copper,146.8,5.2,0.47,Budget
2025-07-01,Quebec,Mill A,Zinc,145.3,2.8,0.39,Budget
2025-07-01,Quebec,Mill A,Nickel,130.6,6.1,0.16,Actual
2025-07-01,Quebec,Mill B,Gold,178.6,3.2,0.19,Budget
2025-07-01,Quebec,Mill B,Copper,156.8,2.4,0.48,Budget
2025-07-01,Quebec,Mill B,Zinc,132.6,7.2,0.19,Actual
2025-07-01,Quebec,Mill B,Nickel,123.6,1.4,0.26,Actual
2025-07-01,Ontario,North Pit,Gold,135.3,5.7,0.18,Budget
2025-07-01,Ontario,North Pit,Copper,163.0,6.3,0.25,Actual
2025-07-01,Ontario,North Pit,Zinc,121.8,7.6,0.13,Budget
2025-07-01,Ontario,North Pit,Nickel,173.1,7.5,0.19,Budget
2025-07-01,Ontario,South Pit,Gold,151.6,5.6,0.18,Actual
2025-07-01,Ontario,South Pit,Copper,194.8,6.6,0.4,Actual
2025-07-01,Ontario,South Pit,Zinc,109.7,2.0,0.26,Actual
2025-07-01,Ontario,South Pit,Nickel,184.9,10.6,0.32,Actual
2025-07-01,Ontario,Mill A,Gold,140.9,7.8,0.32,Budget
2025-07-01,Ontario,Mill A,Copper,150.2,9.5,0.32,Budget
2025-07-01,Ontario,Mill A,Zinc,164.7,3.6,0.49,Actual
2025-07-01,Ontario,Mill A,Nickel,198.5,9.7,0.13,Actual
2025-07-01,Ontario,Mill B,Gold,164.9,6.6,0.43,Budget
2025-07-01,Ontario,Mill B,Copper,124.2,3.5,0.11,Budget
2025-07-01,Ontario,Mill B,Zinc,94.3,4.4,0.17,Actual
2025-07-01,Ontario,Mill B,Nickel,145.5,5.1,0.19,Actual
2025-07-01,British Columbia,North Pit,Gold,165.5,8.3,0.15,Budget
2025-07-01,British Columbia,North Pit,Copper,159.2,10.7,0.53,Actual
2025-07-01,British Columbia,North Pit,Zinc,139.7,5.4,0.45,Budget
2025-07-01,British Columbia,North Pit,Nickel,130.9,2.4,0.5,Budget
2025-07-01,British Columbia,South Pit,Gold,175.6,4.7,0.15,Budget
2025-07-01,British Columbia,South Pit,Copper,159.7,4.1,0.41,Actual
2025-07-01,British Columbia,South Pit,Zinc,129.9,4.1,0.21,Budget
2025-07-01,British Columbia,South Pit,Nickel,138.7,2.0,0.17,Actual
2025-07-01,British Columbia,Mill A,Gold,121.5,6.9,0.11,Budget
2025-07-01,British Columbia,Mill A,Copper,176.7,8.5,0.34,Budget
2025-07-01,British Columbia,Mill A,Zinc,213.2,3.4,0.61,Actual
2025-07-01,British Columbia,Mill A,Nickel,168.4,9.1,0.41,Budget
2025-07-01,British Columbia,Mill B,Gold,105.6,1.4,0.14,Actual
2025-07-01,British Columbia,Mill B,Copper,124.0,8.0,0.44,Budget
2025-07-01,British Columbia,Mill B,Zinc,160.2,7.1,0.43,Actual
2025-07-01,British Columbia,Mill B,Nickel,159.6,5.0,0.46,Budget
2025-07-01,Nova Scotia,North Pit,Gold,143.8,2.0,0.21,Budget
2025-07-01,Nova Scotia,North Pit,Copper,179.2,8.8,0.24,Budget
2025-07-01,Nova Scotia,North Pit,Zinc,133.7,7.4,0.09,Actual
2025-07-01,Nova Scotia,North Pit,Nickel,139.5,8.4,0.12,Budget
2025-07-01,Nova Scotia,South Pit,Gold,132.3,6.1,0.31,Budget
2025-07-01,Nova Scotia,South Pit,Copper,131.8,8.0,0.43,Actual
2025-07-01,Nova Scotia,South Pit,Zinc,177.5,5.8,0.47,Budget
2025-07-01,Nova Scotia,South Pit,Nickel,155.0,8.3,0.49,Budget
2025-07-01,Nova Scotia,Mill A,Gold,152.0,7.1,0.35,Budget
2025-07-01,Nova Scotia,Mill A,Copper,153.6,10.5,0.45,Actual
2025-07-01,Nova Scotia,Mill A,Zinc,149.3,3.8,0.46,Budget
2025-07-01,Nova Scotia,Mill A,Nickel,117.7,7.3,0.25,Actual
2025-07-01,Nova Scotia,Mill B,Gold,170.1,4.0,0.22,Budget
2025-07-01,Nova Scotia,Mill B,Copper,199.3,4.0,0.63,Actual
2025-07-01,Nova Scotia,Mill B,Zinc,125.0,7.9,0.31,Budget
2025-07-01,Nova Scotia,Mill B,Nickel,156.6,5.2,0.48,Budget
2025-08-01,Canada,North Pit,Gold,215.8,7.1,0.32,Actual
2025-08-01,Canada,North Pit,Copper,100.2,3.3,0.38,Actual
2025-08-01,Canada,North Pit,Zinc,147.0,3.9,0.31,Actual
2025-08-01,Canada,North Pit,Nickel,178.6,7.7,0.13,Budget
2025-08-01,Canada,South Pit,Gold,121.6,3.2,0.13,Actual
2025-08-01,Canada,South Pit,Copper,165.6,6.0,0.13,Budget
2025-08-01,Canada,South Pit,Zinc,114.8,4.5,0.16,Actual
2025-08-01,Canada,South Pit,Nickel,167.5,3.4,0.44,Actual
2025-08-01,Canada,Mill A,Gold,132.5,6.5,0.11,Actual
2025-08-01,Canada,Mill A,Copper,145.6,3.3,0.14,Budget
2025-08-01,Canada,Mill A,Zinc,111.2,6.6,0.35,Actual
2025-08-01,Canada,Mill A,Nickel,169.8,5.5,0.15,Actual
2025-08-01,Canada,Mill B,Gold,121.9,4.6,0.21,Actual
2025-08-01,Canada,Mill B,Copper,101.3,6.3,0.15,Actual
2025-08-01,Canada,Mill B,Zinc,124.0,3.0,0.36,Actual
2025-08-01,Canada,Mill B,Nickel,174.6,5.0,0.1,Budget
2025-08-01,Holding Company,North Pit,Gold,156.8,3.6,0.4,Budget
2025-08-01,Holding Company,North Pit,Copper,156.9,7.2,0.43,Budget
2025-08-01,Holding Company,North Pit,Zinc,159.0,9.4,0.36,Budget
2025-08-01,Holding Company,North Pit,Nickel,121.0,4.7,0.24,Budget
2025-08-01,Holding Company,South Pit,Gold,192.6,4.4,0.24,Actual
2025-08-01,Holding Company,South Pit,Copper,171.4,5.9,0.12,Budget
2025-08-01,Holding Company,South Pit,Zinc,160.9,3.8,0.34,Budget
2025-08-01,Holding Company,South Pit,Nickel,123.9,9.5,0.24,Budget
2025-08-01,Holding Company,Mill A,Gold,148.0,4.3,0.24,Budget
2025-08-01,Holding Company,Mill A,Copper,140.4,4.7,0.34,Budget
2025-08-01,Holding Company,Mill A,Zinc,147.4,7.8,0.26,Budget
2025-08-01,Holding Company,Mill A,Nickel,164.2,9.9,0.21,Budget
2025-08-01,Holding Company,Mill B,Gold,169.7,8.2,0.16,Budget
2025-08-01,Holding Company,Mill B,Copper,189.1,6.6,0.22,Actual
2025-08-01,Holding Company,Mill B,Zinc,152.6,9.5,0.41,Budget
2025-08-01,Holding Company,Mill B,Nickel,174.6,8.2,0.22,Actual
2025-08-01,Alberta,North Pit,Gold,143.2,4.5,0.45,Budget
2025-08-01,Alberta,North Pit,Copper,141.2,7.9,0.13,Budget
2025-08-01,Alberta,North Pit,Zinc,162.3,5.3,0.46,Actual
2025-08-01,Alberta,North Pit,Nickel,137.7,3.1,0.24,Budget
2025-08-01,Alberta,South Pit,Gold,130.4,4.0,0.11,Actual
2025-08-01,Alberta,South Pit,Copper,154.1,3.9,0.27,Budget
2025-08-01,Alberta,South Pit,Zinc,156.7,8.8,0.35,Budget
2025-08-01,Alberta,South Pit,Nickel,223.6,2.9,0.64,Actual
2025-08-01,Alberta,Mill A,Gold,163.3,2.1,0.17,Actual
2025-08-01,Alberta,Mill A,Copper,165.8,6.8,0.45,Actual
2025-08-01,Alberta,Mill A,Zinc,113.5,6.7,0.34,Actual
2025-08-01,Alberta,Mill A,Nickel,163.9,9.8,0.36,Actual
2025-08-01,Alberta,Mill B,Gold,119.9,3.8,0.24,Actual
2025-08-01,Alberta,Mill B,Copper,164.7,10.4,0.36,Actual
2025-08-01,Alberta,Mill B,Zinc,151.4,4.9,0.48,Actual
2025-08-01,Alberta,Mill B,Nickel,147.9,7.8,0.5,Budget
2025-08-01,Quebec,North Pit,Gold,131.9,4.5,0.22,Budget
2025-08-01,Quebec,North Pit,Copper,159.0,10.5,0.61,Actual
2025-08-01,Quebec,North Pit,Zinc,162.4,9.4,0.15,Actual
2025-08-01,Quebec,North Pit,Nickel,125.1,7.3,0.12,Budget
2025-08-01,Quebec,South Pit,Gold,179.3,7.1,0.11,Budget
2025-08-01,Quebec,South Pit,Copper,144.7,4.5,0.09,Actual
2025-08-01,Quebec,South Pit,Zinc,178.7,8.6,0.41,Budget
2025-08-01,Quebec,South Pit,Nickel,108.5,6.6,0.36,Actual
2025-08-01,Quebec,Mill A,Gold,166.0,3.8,0.12,Budget
2025-08-01,Quebec,Mill A,Copper,161.6,8.2,0.14,Budget
2025-08-01,Quebec,Mill A,Zinc,142.2,8.3,0.15,Budget
2025-08-01,Quebec,Mill A,Nickel,170.1,9.9,0.22,Actual
2025-08-01,Quebec,Mill B,Gold,173.5,4.8,0.47,Budget
2025-08-01,Quebec,Mill B,Copper,172.4,2.9,0.53,Actual
2025-08-01,Quebec,Mill B,Zinc,167.1,5.3,0.38,Budget
2025-08-01,Quebec,Mill B,Nickel,112.2,4.0,0.34,Actual
2025-08-01,Ontario,North Pit,Gold,171.3,8.6,0.46,Budget
2025-08-01,Ontario,North Pit,Copper,230.9,3.1,0.16,Actual
2025-08-01,Ontario,North Pit,Zinc,145.1,7.7,0.43,Budget
2025-08-01,Ontario,North Pit,Nickel,172.9,10.0,0.5,Budget
2025-08-01,Ontario,South Pit,Gold,152.9,4.9,0.14,Budget
2025-08-01,Ontario,South Pit,Copper,134.0,2.5,0.44,Actual
2025-08-01,Ontario,South Pit,Zinc,156.2,7.4,0.28,Budget
2025-08-01,Ontario,South Pit,Nickel,144.8,3.9,0.28,Budget
2025-08-01,Ontario,Mill A,Gold,210.1,2.9,0.61,Actual
2025-08-01,Ontario,Mill A,Copper,101.1,6.3,0.28,Actual
2025-08-01,Ontario,Mill A,Zinc,129.4,7.4,0.35,Budget
2025-08-01,Ontario,Mill A,Nickel,197.8,6.9,0.35,Actual
2025-08-01,Ontario,Mill B,Gold,109.2,2.3,0.18,Actual
2025-08-01,Ontario,Mill B,Copper,149.0,8.5,0.41,Actual
2025-08-01,Ontario,Mill B,Zinc,123.1,4.7,0.39,Budget
2025-08-01,Ontario,Mill B,Nickel,156.6,5.8,0.36,Budget
2025-08-01,British Columbia,North Pit,Gold,129.3,7.9,0.33,Budget
2025-08-01,British Columbia,North Pit,Copper,147.9,2.2,0.3,Budget
2025-08-01,British Columbia,North Pit,Zinc,133.7,9.0,0.24,Budget
2025-08-01,British Columbia,North Pit,Nickel,146.1,9.3,0.24,Actual
2025-08-01,British Columbia,South Pit,Gold,129.3,5.9,0.17,Budget
2025-08-01,British Columbia,South Pit,Copper,140.3,8.4,0.17,Actual
2025-08-01,British Columbia,South Pit,Zinc,185.7,7.8,0.29,Actual
2025-08-01,British Columbia,South Pit,Nickel,112.7,5.2,0.3,Actual
2025-08-01,British Columbia,Mill A,Gold,155.4,2.5,0.39,Budget
2025-08-01,British Columbia,Mill A,Copper,172.2,4.9,0.43,Budget
2025-08-01,British Columbia,Mill A,Zinc,125.9,7.9,0.23,Actual
2025-08-01,British Columbia,Mill A,Nickel,158.0,7.5,0.13,Budget
2025-08-01,British Columbia,Mill B,Gold,197.4,10.3,0.32,Actual
2025-08-01,British Columbia,Mill B,Copper,99.7,4.7,0.17,Actual
2025-08-01,British Columbia,Mill B,Zinc,154.7,8.3,0.4,Actual
2025-08-01,British Columbia,Mill B,Nickel,95.4,2.3,0.17,Actual
2025-08-01,Nova Scotia,North Pit,Gold,143.4,11.2,0.43,Actual
2025-08-01,Nova Scotia,North Pit,Copper,162.1,9.3,0.17,Actual
2025-08-01,Nova Scotia,North Pit,Zinc,155.0,4.9,0.27,Budget
2025-08-01,Nova Scotia,North Pit,Nickel,145.5,6.9,0.13,Actual
2025-08-01,Nova Scotia,South Pit,Gold,118.8,7.9,0.2,Actual
2025-08-01,Nova Scotia,South Pit,Copper,114.7,6.2,0.1,Actual
2025-08-01,Nova Scotia,South Pit,Zinc,111.1,1.9,0.22,Actual
2025-08-01,Nova Scotia,South Pit,Nickel,162.8,3.0,0.16,Budget
2025-08-01,Nova Scotia,Mill A,Gold,92.2,6.8,0.18,Actual
2025-08-01,Nova Scotia,Mill A,Copper,147.4,3.4,0.23,Budget
2025-08-01,Nova Scotia,Mill A,Zinc,179.6,5.0,0.14,Budget
2025-08-01,Nova Scotia,Mill A,Nickel,179.2,4.8,0.39,Budget
2025-08-01,Nova Scotia,Mill B,Gold,162.0,6.7,0.36,Budget
2025-08-01,Nova Scotia,Mill B,Copper,213.6,10.3,0.5,Actual
2025-08-01,Nova Scotia,Mill B,Zinc,155.3,3.3,0.44,Budget
2025-08-01,Nova Scotia,Mill B,Nickel,136.6,4.3,0.43,Budget
2025-09-01,Canada,North Pit,Gold,137.4,5.3,0.42,Budget
2025-09-01,Canada,North Pit,Copper,150.0,9.3,0.27,Actual
2025-09-01,Canada,North Pit,Zinc,170.1,11.9,0.18,Actual
2025-09-01,Canada,North Pit,Nickel,130.8,3.7,0.32,Budget
2025-09-01,Canada,South Pit,Gold,153.4,8.1,0.43,Actual
2025-09-01,Canada,South Pit,Copper,152.5,6.0,0.16,Actual
2025-09-01,Canada,South Pit,Zinc,156.9,6.9,0.32,Actual
2025-09-01,Canada,South Pit,Nickel,231.7,12.5,0.58,Actual
2025-09-01,Canada,Mill A,Gold,150.8,7.9,0.49,Actual
2025-09-01,Canada,Mill A,Copper,164.8,3.7,0.38,Budget
2025-09-01,Canada,Mill A,Zinc,155.6,2.3,0.16,Budget
2025-09-01,Canada,Mill A,Nickel,179.2,8.5,0.41,Budget
2025-09-01,Canada,Mill B,Gold,148.3,9.4,0.48,Actual
2025-09-01,Canada,Mill B,Copper,117.7,3.5,0.42,Actual
2025-09-01,Canada,Mill B,Zinc,138.0,6.0,0.3,Budget
2025-09-01,Canada,Mill B,Nickel,94.2,2.0,0.3,Actual
2025-09-01,Holding Company,North Pit,Gold,193.8,7.0,0.35,Actual
2025-09-01,Holding Company,North Pit,Copper,177.0,4.7,0.23,Budget
2025-09-01,Holding Company,North Pit,Zinc,150.1,8.3,0.11,Actual
2025-09-01,Holding Company,North Pit,Nickel,145.2,6.5,0.22,Actual
2025-09-01,Holding Company,South Pit,Gold,127.0,4.5,0.44,Actual
2025-09-01,Holding Company,South Pit,Copper,191.9,4.0,0.28,Actual
2025-09-01,Holding Company,South Pit,Zinc,134.5,6.8,0.45,Budget
2025-09-01,Holding Company,South Pit,Nickel,174.6,8.9,0.26,Budget
2025-09-01,Holding Company,Mill A,Gold,173.8,7.4,0.31,Budget
2025-09-01,Holding Company,Mill A,Copper,123.1,4.0,0.4,Budget
2025-09-01,Holding Company,Mill A,Zinc,131.3,8.8,0.26,Budget
2025-09-01,Holding Company,Mill A,Nickel,170.4,8.4,0.33,Actual
2025-09-01,Holding Company,Mill B,Gold,110.1,6.1,0.26,Actual
2025-09-01,Holding Company,Mill B,Copper,157.6,8.2,0.13,Budget
2025-09-01,Holding Company,Mill B,Zinc,150.3,6.6,0.22,Budget
2025-09-01,Holding Company,Mill B,Nickel,159.9,6.0,0.39,Budget
2025-09-01,Alberta,North Pit,Gold,96.4,3.8,0.24,Actual
2025-09-01,Alberta,North Pit,Copper,132.4,10.0,0.44,Actual
2025-09-01,Alberta,North Pit,Zinc,167.9,4.0,0.15,Actual
2025-09-01,Alberta,North Pit,Nickel,141.6,9.0,0.49,Budget
2025-09-01,Alberta,South Pit,Gold,146.1,2.5,0.18,Budget
2025-09-01,Alberta,South Pit,Copper,174.6,3.2,0.37,Budget
2025-09-01,Alberta,South Pit,Zinc,100.0,4.5,0.17,Actual
2025-09-01,Alberta,South Pit,Nickel,151.6,2.8,0.45,Budget
2025-09-01,Alberta,Mill A,Gold,151.3,5.7,0.33,Actual
2025-09-01,Alberta,Mill A,Copper,113.4,6.6,0.3,Actual
2025-09-01,Alberta,Mill A,Zinc,99.2,7.1,0.21,Actual
2025-09-01,Alberta,Mill A,Nickel,179.0,8.7,0.44,Budget
2025-09-01,Alberta,Mill B,Gold,167.3,2.7,0.48,Budget
2025-09-01,Alberta,Mill B,Copper,133.8,4.8,0.24,Budget
2025-09-01,Alberta,Mill B,Zinc,90.6,5.4,0.14,Actual
2025-09-01,Alberta,Mill B,Nickel,142.9,9.9,0.21,Budget
2025-09-01,Quebec,North Pit,Gold,138.2,2.7,0.48,Budget
2025-09-01,Quebec,North Pit,Copper,132.7,6.6,0.37,Actual
2025-09-01,Quebec,North Pit,Zinc,173.7,4.0,0.52,Actual
2025-09-01,Quebec,North Pit,Nickel,138.1,8.3,0.53,Actual
2025-09-01,Quebec,South Pit,Gold,155.5,3.7,0.41,Budget
2025-09-01,Quebec,South Pit,Copper,109.2,5.6,0.16,Actual
2025-09-01,Quebec,South Pit,Zinc,163.4,7.4,0.37,Budget
2025-09-01,Quebec,South Pit,Nickel,225.0,9.3,0.53,Actual
2025-09-01,Quebec,Mill A,Gold,173.6,4.0,0.15,Budget
2025-09-01,Quebec,Mill A,Copper,179.9,9.2,0.14,Budget
2025-09-01,Quebec,Mill A,Zinc,166.2,4.3,0.38,Actual
2025-09-01,Quebec,Mill A,Nickel,103.4,1.6,0.17,Actual
2025-09-01,Quebec,Mill B,Gold,142.8,7.7,0.29,Actual
2025-09-01,Quebec,Mill B,Copper,148.1,10.3,0.42,Actual
2025-09-01,Quebec,Mill B,Zinc,148.7,8.8,0.28,Budget
2025-09-01,Quebec,Mill B,Nickel,158.2,7.7,0.28,Actual
2025-09-01,Ontario,North Pit,Gold,114.0,1.4,0.17,Actual
2025-09-01,Ontario,North Pit,Copper,150.5,2.8,0.15,Actual
2025-09-01,Ontario,North Pit,Zinc,129.3,7.1,0.12,Budget
2025-09-01,Ontario,North Pit,Nickel,139.9,5.5,0.49,Budget
2025-09-01,Ontario,South Pit,Gold,209.2,11.2,0.45,Actual
2025-09-01,Ontario,South Pit,Copper,122.3,5.4,0.07,Actual
2025-09-01,Ontario,South Pit,Zinc,209.0,2.9,0.27,Actual
2025-09-01,Ontario,South Pit,Nickel,174.7,7.9,0.16,Actual
2025-09-01,Ontario,Mill A,Gold,178.0,5.4,0.18,Budget
2025-09-01,Ontario,Mill A,Copper,195.1,4.0,0.35,Actual
2025-09-01,Ontario,Mill A,Zinc,158.3,4.2,0.14,Budget
2025-09-01,Ontario,Mill A,Nickel,121.8,8.2,0.36,Budget
2025-09-01,Ontario,Mill B,Gold,184.6,8.6,0.3,Actual
2025-09-01,Ontario,Mill B,Copper,177.1,7.4,0.17,Actual
2025-09-01,Ontario,Mill B,Zinc,120.7,4.6,0.28,Actual
2025-09-01,Ontario,Mill B,Nickel,128.9,5.9,0.21,Budget
2025-09-01,British Columbia,North Pit,Gold,137.5,5.2,0.24,Budget
2025-09-01,British Columbia,North Pit,Copper,121.0,5.1,0.38,Budget
2025-09-01,British Columbia,North Pit,Zinc,126.1,2.2,0.07,Actual
2025-09-01,British Columbia,North Pit,Nickel,178.2,8.4,0.42,Budget
2025-09-01,British Columbia,South Pit,Gold,157.5,2.6,0.35,Budget
2025-09-01,British Columbia,South Pit,Copper,143.5,4.0,0.28,Budget
2025-09-01,British Columbia,South Pit,Zinc,126.1,7.0,0.41,Actual
2025-09-01,British Columbia,South Pit,Nickel,138.8,8.8,0.38,Budget
2025-09-01,British Columbia,Mill A,Gold,133.9,6.2,0.47,Actual
2025-09-01,British Columbia,Mill A,Copper,168.1,7.2,0.38,Budget
2025-09-01,British Columbia,Mill A,Zinc,115.8,5.8,0.23,Actual
2025-09-01,British Columbia,Mill A,Nickel,127.2,9.5,0.19,Budget
2025-09-01,British Columbia,Mill B,Gold,157.3,5.5,0.28,Budget
2025-09-01,British Columbia,Mill B,Copper,122.1,6.2,0.35,Actual
2025-09-01,British Columbia,Mill B,Zinc,212.2,10.8,0.34,Actual
2025-09-01,British Columbia,Mill B,Nickel,130.8,8.8,0.17,Budget
2025-09-01,Nova Scotia,North Pit,Gold,143.5,11.0,0.3,Actual
2025-09-01,Nova Scotia,North Pit,Copper,145.8,8.0,0.38,Actual
2025-09-01,Nova Scotia,North Pit,Zinc,167.2,2.7,0.33,Budget
2025-09-01,Nova Scotia,North Pit,Nickel,132.4,9.6,0.21,Actual
2025-09-01,Nova Scotia,South Pit,Gold,140.6,4.0,0.11,Actual
2025-09-01,Nova Scotia,South Pit,Copper,157.5,6.2,0.15,Budget
2025-09-01,Nova Scotia,South Pit,Zinc,166.8,5.4,0.41,Budget
2025-09-01,Nova Scotia,South Pit,Nickel,170.1,9.5,0.13,Budget
2025-09-01,Nova Scotia,Mill A,Gold,163.3,8.4,0.2,Budget
2025-09-01,Nova Scotia,Mill A,Copper,137.3,6.1,0.47,Budget
2025-09-01,Nova Scotia,Mill A,Zinc,127.8,6.7,0.39,Budget
2025-09-01,Nova Scotia,Mill A,Nickel,172.7,9.5,0.33,Actual
2025-09-01,Nova Scotia,Mill B,Gold,90.8,3.2,0.27,Actual
2025-09-01,Nova Scotia,Mill B,Copper,160.8,3.1,0.47,Actual
2025-09-01,Nova Scotia,Mill B,Zinc,135.2,2.5,0.41,Budget
2025-09-01,Nova Scotia,Mill B,Nickel,144.7,7.0,0.4,Actual
2025-10-01,Canada,North Pit,Gold,173.6,2.5,0.36,Budget
2025-10-01,Canada,North Pit,Copper,141.7,5.7,0.17,Budget
2025-10-01,Canada,North Pit,Zinc,169.6,2.6,0.28,Budget
2025-10-01,Canada,North Pit,Nickel,230.5,11.7,0.31,Actual
2025-10-01,Canada,South Pit,Gold,163.7,3.8,0.38,Budget
